word,type
knowledgeable,s
knowledgeably,
known,v
knows,n
knuckle,n
knuckled,v
knuckleduster,
knuckledusters,
knuckles,n
knuckling,v
koala,n
koalas,n
kongo,n
kookaburra,n
koran,n
korea,n
korean,n
koreans,n
kosher,n
kraal,n
kraals,n
kraft,n
kremlin,n
kriegspiel,
krill,n
krypton,n
kudu,n
kudus,n
kungfu,
kuwait,n
kwacha,n
kwachas,n
laager,n
lab,n
label,n
labelled,v
labelling,v
labellings,
labels,n
labia,n
labial,n
labials,n
labile,s
labium,n
laboratories,n
laboratory,n
laborious,s
laboriously,r
laboriousness,n
labour,n
laboured,v
labourer,n
labourers,n
labouring,v
labourintensive,
labours,n
laboursaving,s
labs,n
laburnum,n
labyrinth,n
labyrinthine,a
labyrinths,n
lace,n
laced,v
lacerate,v
lacerated,v
lacerating,v
laceration,n
lacerations,n
laces,n
lacework,n
laches,
lachrymal,a
lachrymose,s
lacier,s
lacing,n
lacings,n
lack,n
lackadaisical,s
lacked,v
lackey,n
lackeys,n
lacking,v
lacklustre,s
lacks,n
laconic,s
laconically,r
lacquer,n
lacquered,v
lacquers,n
lacrosse,n
lacs,n
lactate,n
lactation,n
lacteal,n
lactic,a
lactose,n
lacuna,n
lacunae,n
lacunas,n
lacy,s
lad,n
ladder,n
laddered,v
ladders,n
laddie,n
laddies,n
lade,v
laden,v
ladies,n
lading,n
ladle,n
ladled,v
ladles,n
ladling,v
lads,n
lady,n
ladybird,n
ladybirds,n
ladybug,n
ladylike,s
ladyship,n
ladyships,n
lag,n
lager,n
lagers,n
laggard,n
laggards,n
lagged,v
lagging,n
lagoon,n
lagoons,n
lagos,n
lags,n
lagune,n
laid,v
lain,v
lair,n
laird,n
lairds,n
lairs,n
laissezfaire,
laity,n
lake,n
lakes,n
lakeside,n
lam,n
lama,n
lamas,n
lamb,n
lambasted,v
lambasting,v
lambda,n
lambent,s
lambing,v
lambs,n
lambskin,n
lambswool,
lame,n
lamed,v
lamely,r
lameness,n
lament,n
lamentable,s
lamentably,r
lamentation,n
lamentations,n
lamented,v
lamenter,n
lamenting,v
laments,n
lamest,s
lamina,n
laminar,s
laminate,n
laminated,v
laminates,n
lamination,n
lamp,n
lamplight,n
lamplighter,n
lamplit,s
lampoon,n
lampooned,v
lampoonery,
lampooning,v
lampoons,n
lamppost,n
lampposts,n
lamprey,n
lampreys,n
lamps,n
lampshade,n
lampshades,n
lance,n
lanced,v
lancelot,n
lancer,n
lancers,n
lances,n
lancet,n
lancets,n
lancing,v
land,n
landed,v
lander,n
landfall,n
landfill,n
landform,
landforms,
landholders,n
landholding,n
landholdings,n
landing,n
landings,n
landladies,n
landlady,n
landless,a
landlines,n
landlocked,s
landlord,n
landlords,n
landman,n
landmark,n
landmarks,n
landmass,n
landmine,
landowner,n
landowners,n
landowning,
lands,n
landscape,n
landscaped,v
landscapes,n
landscaping,n
landside,n
landslide,n
landslides,n
landslip,n
landslips,n
landward,r
lane,n
lanes,n
language,n
languages,n
languid,s
languidly,r
languish,v
languished,v
languishes,v
languishing,v
languor,n
languorous,s
languorously,r
lank,s
lankier,s
lankiest,s
lanky,s
lanolin,n
lantern,n
lanterns,n
lanyard,n
laos,n
lap,n
lapdog,n
lapdogs,n
lapel,n
lapels,n
lapful,n
lapidary,n
lapland,n
lapp,n
lapped,v
lapping,n
laps,n
lapse,n
lapsed,v
lapses,n
lapsing,n
laptop,n
laptops,n
lapwing,n
lapwings,n
larceny,n
larch,n
larches,n
lard,n
larder,n
larders,n
lards,n
large,n
largely,r
largeness,n
larger,s
largest,a
largish,s
largo,n
lark,n
larking,v
larks,n
larva,n
larvae,n
larval,s
laryngeal,a
laryngitis,n
larynx,n
larynxes,n
las,n
lasagne,n
lascivious,s
lasciviously,r
lasciviousness,n
lase,
laser,n
lasers,n
lash,n
lashed,v
lashers,n
lashes,n
lashing,n
lashings,n
lasing,
lass,n
lasses,n
lassie,n
lassies,n
lassitude,n
lasso,n
lassoed,v
lassoing,v
last,n
lasted,v
lasting,v
lastly,r
lasts,n
latch,n
latched,v
latches,n
latching,v
late,a
latecomer,n
latecomers,n
lately,r
latencies,n
latency,n
lateness,n
latent,s
later,s
lateral,n
lateralisation,n
laterally,r
laterals,n
latest,n
latex,n
lath,n
lathe,n
lather,n
lathered,v
lathers,n
lathes,n
laths,n
latices,n
latin,n
latino,n
latitude,n
latitudes,n
latitudinal,a
latrine,n
latrines,n
latter,n
lattice,n
latticed,s
lattices,n
latvia,n
latvian,n
laud,v
laudable,s
laudatory,s
lauded,v
lauders,n
lauding,v
lauds,v
laugh,n
laughable,s
laughably,r
laughed,v
laugher,n
laughing,v
laughingly,r
laughs,n
laughter,n
launch,n
launched,v
launcher,n
launchers,n
launches,n
launching,n
launder,v
laundered,v
launderette,n
launderettes,n
laundering,n
laundress,n
laundrette,
laundrettes,
laundries,n
laundry,n
laureate,n
laurel,n
laurels,n
lava,n
lavas,n
lavatorial,
lavatories,n
lavatory,n
lavender,n
lavish,v
lavished,v
lavishes,v
lavishing,v
lavishly,r
lavishness,n
law,n
lawabiding,
lawbreaker,n
lawbreakers,n
lawbreaking,
lawful,a
lawfully,r
lawfulness,n
lawless,s
lawlessness,n
lawmaker,n
lawmakers,n
lawman,n
lawmen,n
lawn,n
lawnmower,
lawnmowers,
lawns,n
laws,n
lawsuit,n
lawsuits,n
lawyer,n
lawyers,n
lax,s
laxative,n
laxatives,n
laxer,s
laxity,n
laxness,n
lay,n
layabout,n
layabouts,n
layby,n
laybys,n
layer,n
layered,v
layering,v
layers,n
laying,n
layman,n
laymen,n
layoff,n
layoffs,n
layout,n
layouts,n
layperson,n
lays,n
lazaret,n
lazarus,n
laze,v
lazed,v
lazier,s
laziest,s
lazily,r
laziness,n
lazing,v
lazuli,n
lazy,s
lazybones,n
lea,n
leach,n
leached,v
leaches,n
leaching,n
lead,n
leaded,v
leaden,s
leader,n
leaderless,
leaders,n
leadership,n
leaderships,n
leadfree,
leading,n
leads,n
leaf,n
leafed,v
leafier,a
leafiest,a
leafiness,
leafing,n
leafless,a
leaflet,n
leaflets,n
leafy,a
league,n
leagues,n
leak,n
leakage,n
leakages,n
leaked,v
leakier,a
leakiest,a
leakiness,n
leaking,v
leaks,n
leaky,a
lean,n
leaned,v
leaner,n
leanest,a
leaning,n
leanings,n
leanness,n
leans,n
leant,v
leap,n
leaped,v
leaper,n
leapfrog,n
leapfrogging,v
leaping,n
leaps,n
leapt,v
leapyear,
learn,v
learnable,
learned,v
learnedly,r
learner,n
learners,n
learning,n
learns,v
learnt,v
lease,n
leased,v
leasehold,n
leaseholder,n
leaseholders,n
leases,n
leash,n
leashed,v
leashes,n
leashing,v
leasing,v
least,n
leat,
leather,n
leathers,n
leathery,s
leave,n
leaved,v
leaven,n
leavened,v
leavening,n
leaver,n
leavers,n
leaves,n
leaving,n
leavings,n
lebanon,n
lebensraum,n
lecher,n
lecherous,s
lecherousness,n
lechery,n
lectern,n
lector,n
lectors,n
lecture,n
lectured,v
lecturer,n
lecturers,n
lectures,n
lectureship,n
lectureships,n
lecturing,n
led,n
ledge,n
ledger,n
ledgers,n
ledges,n
lee,n
leech,n
leeches,n
leeching,v
leeds,n
leek,n
leeks,n
leer,n
leered,v
leering,v
leeringly,
leers,n
lees,n
leeward,n
leeway,n
left,n
lefthanded,
lefthandedly,
lefthandedness,
lefthander,n
lefthanders,n
lefties,n
leftish,s
leftist,n
leftists,n
leftmost,s
leftover,n
leftovers,n
lefts,n
leftward,
leftwards,
lefty,n
leg,n
legacies,n
legacy,n
legal,a
legalese,n
legalisation,n
legalise,v
legalised,v
legalising,v
legalism,n
legalistic,
legalities,n
legality,n
legally,r
legate,n
legatee,n
legatees,n
legates,n
legation,n
legato,a
legator,
legend,n
legendary,s
legends,n
legerdemain,n
legged,a
legging,n
leggings,n
leggy,s
leghorn,n
leghorns,n
legibility,n
legible,a
legibly,r
legion,n
legionaries,n
legionary,n
legionnaires,n
legions,n
legislate,v
legislated,v
legislating,n
legislation,n
legislative,a
legislatively,r
legislator,n
legislators,n
legislature,n
legislatures,n
legitimacy,n
legitimate,v
legitimated,v
legitimately,r
legitimating,v
legitimation,n
legitimisation,
legitimise,v
legitimised,v
legitimising,v
legless,a
legman,
legroom,
legs,n
legume,n
legumes,n
leguminous,a
legwork,
leipzig,n
leisure,n
leisured,s
leisurely,s
leisurewear,
leitmotif,n
leitmotifs,n
leitmotiv,n
leitmotivs,n
lemma,n
lemmas,n
lemming,n
lemmings,n
lemon,n
lemonade,n
lemons,n
lemur,n
lemurs,n
lend,v
lender,n
lenders,n
lending,n
lends,v
length,n
lengthen,v
lengthened,v
lengthening,n
lengthens,v
lengthier,s
lengthiest,s
lengthily,r
lengths,n
lengthways,a
lengthwise,a
lengthy,s
leniency,n
lenient,s
leniently,r
lenin,n
lens,n
lenses,n
lensing,
lent,n
lentil,n
lentils,n
lento,s
leonardo,n
leone,n
leopard,n
leopards,n
leopardskin,
leotard,n
leotards,n
leper,n
lepers,n
leprechaun,n
leprechauns,n
leprose,s
leprosy,n
leprous,a
lepton,n
leptons,n
lesbian,n
lesbianism,n
lesbians,n
lesion,n
lesions,n
lesotho,n
less,n
lessee,n
lessees,n
lessen,v
lessened,v
lessening,n
lessens,v
lesser,a
lesson,n
lessons,n
lessor,n
lessors,n
lest,s
let,n
lethal,s
lethality,n
lethally,
lethargic,a
lethargically,r
lethargy,n
lets,n
letter,n
letterbox,
letterboxes,
lettered,v
letterhead,n
letterheads,n
lettering,n
letterpress,n
letters,n
letterwriter,
letting,n
lettings,n
lettish,n
lettuce,n
lettuces,n
leucine,n
leukaemia,n
leukemia,n
level,n
levelheaded,s
levelled,v
leveller,n
levelling,v
levelly,
levels,n
lever,n
leverage,n
leveraged,v
levered,v
levering,v
levers,n
levi,n
leviathan,n
levied,v
levies,n
levitate,v
levitated,v
levitates,v
levitating,v
levitation,n
levity,n
levy,n
levying,v
lewd,s
lewdness,n
lexeme,n
lexemes,n
lexical,a
lexically,r
lexicographer,n
lexicographers,n
lexicographic,a
lexicographical,a
lexicographically,
lexicography,n
lexicon,n
lexicons,n
leyden,n
liabilities,n
liability,n
liable,s
liaise,v
liaised,v
liaises,v
liaising,v
liaison,n
liaisons,n
liar,n
liars,n
libation,n
libations,n
libel,n
libeled,v
libeler,n
libelled,v
libeller,
libelling,v
libellous,s
libels,n
liberal,n
liberalisation,n
liberalise,v
liberalised,v
liberalising,v
liberalism,n
liberality,n
liberally,r
liberals,n
liberate,v
liberated,v
liberates,v
liberating,v
liberation,n
liberationists,
liberator,n
liberators,n
liberia,n
libero,
libertarian,n
libertarianism,n
libertarians,n
liberties,n
libertine,n
libertines,n
liberty,n
libidinous,s
libido,n
librarian,n
librarians,n
librarianship,n
libraries,n
library,n
librate,v
librated,v
librates,v
libretti,n
librettist,n
librettists,n
libretto,n
libya,n
libyan,n
libyans,n
lice,n
licence,n
licences,n
license,n
licensed,v
licensee,n
licensees,n
licenses,n
licensing,v
licentiate,n
licentious,s
licentiousness,n
lichee,n
lichen,n
lichened,
lichens,n
lichi,n
lichis,n
lick,n
licked,v
lickerish,
licking,n
licks,n
licorice,n
lid,n
lidded,a
lidless,a
lido,n
lids,n
lie,n
lied,n
lieder,n
lien,n
liens,n
lies,n
lieu,n
lieutenancy,n
lieutenant,n
lieutenants,n
life,n
lifeanddeath,
lifebelt,
lifeblood,n
lifeboat,n
lifeboatmen,
lifeboats,n
lifeforms,
lifegiving,
lifeguard,n
lifeguards,n
lifeless,s
lifelessly,r
lifelessness,n
lifelike,s
lifeline,n
lifelines,n
lifelong,s
liferaft,
liferafts,
lifesaving,n
lifesize,s
lifesized,
lifespan,n
lifespans,n
lifestyle,n
lifestyles,n
lifetaking,
lifethreatening,
lifetime,n
lifetimes,n
lifework,n
lift,n
lifted,v
lifter,n
lifters,n
lifting,v
liftman,n
liftmen,n
liftoff,n
lifts,n
ligament,n
ligaments,n
ligand,n
ligands,n
ligature,n
ligatured,
ligatures,n
ligaturing,
light,n
lighted,v
lighten,v
lightened,v
lightening,n
lightens,v
lighter,n
lighters,n
lightest,a
lightheaded,s
lightheadedness,n
lighthearted,s
lightheartedly,
lightheartedness,n
lighthouse,n
lighthouses,n
lighting,n
lightless,s
lightly,r
lightness,n
lightning,n
lights,n
lightship,n
lightweight,n
lightweights,n
lignite,n
likable,a
like,n
likeability,
likeable,a
liked,v
likelier,
likeliest,
likelihood,n
likely,a
likeminded,
liken,v
likened,v
likeness,n
likenesses,n
likening,n
likens,v
likes,n
likewise,r
liking,n
likings,n
lilac,n
lilacs,n
lilies,n
lilliput,n
lilliputian,n
lilongwe,n
lilt,n
lilting,v
lily,n
lilylivered,
lilywhite,
lima,n
limb,n
limber,n
limbering,v
limbers,n
limbless,a
limbo,n
limbs,n
lime,n
limekiln,n
limelight,n
limerick,n
limericks,n
limes,n
limestone,n
limestones,n
limeys,n
liminal,
liming,v
limit,n
limitation,n
limitations,n
limited,n
limiter,n
limiters,n
limiting,n
limitless,s
limits,n
limo,n
limousin,n
limousine,n
limousines,n
limp,n
limped,v
limpet,n
limpets,n
limpid,s
limping,n
limply,r
limpopo,n
limps,n
linage,n
linchpin,n
lincoln,n
linden,n
line,n
lineage,n
lineages,n
lineally,r
lineaments,n
linear,a
linearised,v
linearity,n
linearly,r
lined,v
linefeed,
lineman,n
linemen,n
linen,n
linens,n
lineout,
lineouts,
liner,n
liners,n
lines,n
linesman,n
linesmen,n
lineup,n
lineups,n
linger,v
lingered,v
lingerer,n
lingerie,n
lingering,n
lingeringly,r
lingers,v
lingua,n
lingual,n
linguist,n
linguistic,a
linguistically,r
linguistics,n
linguists,n
liniment,n
liniments,n
lining,n
linings,n
link,n
linkable,
linkage,n
linkages,n
linked,v
linker,
linkers,
linking,v
links,n
linkup,n
linkups,n
linnet,n
linnets,n
lino,n
linoleum,n
linseed,n
lint,n
lintel,n
lintels,n
liny,
lion,n
lioness,n
lionesses,n
lionise,v
lionised,v
lions,n
lip,n
lipase,n
lipid,n
lipids,n
lipped,a
lipread,v
lipreading,n
lips,n
lipservice,
lipstick,n
lipsticks,n
liquefaction,n
liquefied,v
liquefy,v
liqueur,n
liqueurs,n
liquid,n
liquidate,v
liquidated,v
liquidating,v
liquidation,n
liquidations,n
liquidator,n
liquidators,n
liquidise,v
liquidised,v
liquidiser,n
liquidising,v
liquidity,n
liquids,n
liquify,v
liquor,n
liquorice,n
liquorish,
liquors,n
lira,n
lire,n
lisbon,n
lisp,n
lisped,v
lisping,v
lisps,n
lissom,s
lissome,s
lissomeness,n
lissomness,
list,n
listed,v
listen,v
listened,v
listener,n
listeners,n
listening,n
listens,v
listeria,n
listing,n
listings,n
listless,s
listlessly,r
listlessness,n
lists,n
lit,n
litanies,n
litany,n
litchi,n
literacy,n
literal,n
literalism,n
literalistic,
literally,r
literals,n
literary,a
literate,n
literati,n
literature,n
literatures,n
lithe,s
lithely,
lithium,n
lithograph,n
lithographic,a
lithographs,n
lithography,n
lithological,
lithologies,n
lithology,n
lithosphere,n
litigant,n
litigants,n
litigate,v
litigating,v
litigation,n
litigious,a
litigiousness,n
litmus,n
litotes,n
litre,n
litres,n
litter,n
littered,v
littering,v
litters,n
little,n
littleness,n
littler,s
littlest,a
littoral,n
liturgical,a
liturgies,n
liturgy,n
livable,a
live,v
liveable,a
lived,v
livelier,a
liveliest,a
livelihood,n
livelihoods,n
liveliness,n
lively,a
liven,v
livened,v
livening,v
livens,v
liver,n
liveried,a
liveries,n
liverish,s
livers,n
liverworts,n
livery,n
lives,n
livestock,n
livewire,
livid,s
lividly,r
living,n
livings,n
lizard,n
lizards,n
llama,n
llamas,n
lls,
load,n
loadable,
loaded,v
loader,n
loaders,n
loading,n
loadings,n
loads,n
loaf,n
loafed,v
loafer,n
loafers,n
loafing,n
loafs,n
loam,n
loams,n
loamy,a
loan,n
loanable,
loaned,v
loaner,n
loaning,n
loans,n
loanword,n
loanwords,n
loath,s
loathe,v
loathed,v
loathes,v
loathing,n
loathsome,s
loathsomely,
loathsomeness,n
loaves,n
lob,n
lobbed,v
lobbied,v
lobbies,n
lobbing,v
lobby,n
lobbying,v
lobbyist,n
lobbyists,n
lobe,n
lobed,v
lobelia,n
lobes,n
lobotomies,n
lobotomised,
lobotomising,
lobotomist,
lobotomy,n
lobs,n
lobster,n
lobsters,n
lobular,a
local,n
locale,n
locales,n
localisation,n
localisations,n
localise,v
localised,v
localises,v
localising,v
localities,n
locality,n
locally,r
locals,n
locatable,
locate,v
located,v
locates,v
locating,n
location,n
locational,
locations,n
locative,n
locator,n
locators,n
loch,n
lochness,
lochs,n
loci,n
lock,n
lockable,
lockage,n
locked,v
locker,n
lockers,n
locket,n
locking,n
lockjaw,n
lockout,n
lockouts,n
locks,n
locksmith,n
loco,s
locomote,v
locomotion,n
locomotive,n
locomotives,n
locus,n
locust,n
locusts,n
lode,n
lodestar,n
lodestone,n
lodge,n
lodged,v
lodgement,n
lodger,n
lodgers,n
lodges,n
lodging,n
lodgings,n
loess,n
loft,n
lofted,v
loftier,s
loftiest,s
loftily,r
loftiness,n
lofts,n
lofty,s
log,n
loganberries,n
loganberry,n
logarithm,n
logarithmic,a
logarithmically,r
logarithms,n
logbook,n
logbooks,n
logged,v
logger,n
loggerheads,n
loggers,n
logging,n
logic,n
logical,a
logicality,n
logically,r
logician,n
logicians,n
logics,n
logistic,a
logistical,a
logistically,
logistics,n
logjam,n
logo,n
logoff,
logos,n
logs,n
loin,n
loincloth,n
loins,n
loire,n
loiter,v
loitered,v
loiterer,n
loiterers,n
loitering,v
loiters,v
loll,v
lolled,v
lollies,n
lolling,v
lollipop,n
lollipops,n
lolly,n
london,n
londoner,n
lone,s
lonelier,s
loneliest,s
loneliness,n
lonely,s
loner,n
loners,n
lonesome,s
lonesomeness,n
long,v
longawaited,
longed,v
longer,n
longest,a
longevity,n
longfaced,
longhand,n
longing,n
longingly,r
longings,n
longish,s
longitude,n
longitudes,n
longitudinal,a
longitudinally,r
longlasting,
longlived,
longlost,
longs,v
longstanding,s
longsuffering,
longwinded,
longwindedness,
loo,n
look,n
lookalike,
lookalikes,
looked,v
looker,n
lookers,n
looking,n
lookingglass,
lookingglasses,
lookout,n
lookouts,n
looks,n
loom,n
loomed,v
looming,v
looms,n
loon,n
looney,n
loony,n
loop,n
looped,v
loophole,n
loopholes,n
looping,n
loops,n
loopy,a
loose,v
loosed,v
loosely,r
loosen,v
loosened,v
looseness,n
loosening,n
loosens,v
looser,a
looses,n
loosest,a
loosing,v
loot,n
looted,v
looter,n
looters,n
looting,n
loots,n
lop,v
lope,n
loped,v
lopes,n
loping,v
lopped,v
lopper,n
loppers,n
lopping,v
lopsided,s
lopsidedly,r
loquacious,s
loquacity,n
lord,n
lording,v
lordly,s
lords,n
lordship,n
lordships,n
lore,n
lorelei,n
lorries,n
lorry,n
lorryload,
lorryloads,
losable,
lose,v
loser,n
losers,n
loses,v
losing,v
losings,n
loss,n
losses,n
lost,n
lot,n
loth,s
lotion,n
lotions,n
lots,n
lotteries,n
lottery,n
lotto,n
lotus,n
louche,s
loud,a
louder,a
loudest,a
loudhailer,
loudhailers,
loudly,r
loudmouthed,
loudness,n
loudspeaker,n
loudspeakers,n
louis,n
lounge,n
lounged,v
lounger,n
loungers,n
lounges,n
lounging,v
louse,n
lousiest,s
lousily,
lousy,s
lout,n
loutish,s
loutishness,
louts,n
louver,n
louvers,n
louvre,n
louvred,
louvres,n
lovable,a
love,n
loveable,a
lovebirds,n
loved,v
loveless,s
lovelier,s
lovelies,n
loveliest,s
loveliness,n
lovelorn,s
lovely,n
lovemaking,n
lover,n
lovers,n
loves,n
lovesick,s
lovestruck,
loving,v
lovingly,r
low,n
lower,n
lowercase,n
lowered,v
lowering,n
lowers,n
lowest,s
lowing,v
lowish,
lowkey,
lowland,n
lowlanders,n
lowlands,n
lowlier,s
lowliest,s
lowly,s
lowlying,
lowness,n
lowpitched,
lows,n
lowspirited,
loyal,a
loyalist,n
loyalists,n
loyally,r
loyalties,n
loyalty,n
lozenge,n
lozenges,n
luanda,n
lubber,n
lubbers,n
lubricant,n
lubricants,n
lubricate,v
lubricated,v
lubricates,v
lubricating,v
lubrication,n
lubricious,s
lucid,s
lucidity,n
lucidly,r
lucifer,n
luck,n
luckier,s
luckiest,s
luckily,r
luckless,a
lucky,s
lucrative,s
lucre,n
ludicrous,s
ludicrously,r
ludicrousness,
ludo,n
lug,n
luggage,n
lugged,v
lugging,v
lugs,n
lugubrious,s
lugubriously,r
luke,n
lukewarm,s
lull,n
lullabies,n
lullaby,n
lulled,v
lulling,v
lulls,n
lulu,n
lumbago,n
lumbar,a
lumber,n
lumbered,v
lumbering,n
lumberjack,n
lumberjacks,n
lumbers,n
lumen,n
luminal,n
luminance,n
luminaries,n
luminary,n
luminescence,n
luminescent,s
luminosities,n
luminosity,n
luminous,s
luminously,
lump,n
lumped,v
lumpen,s
lumpier,s
lumpiest,s
lumpiness,
lumping,v
lumpish,s
lumps,n
lumpy,s
luna,n
lunacies,n
lunacy,n
lunar,a
lunate,s
lunatic,n
lunatics,n
lunch,n
lunched,v
luncheon,n
luncheons,n
lunchers,n
lunches,n
lunching,n
lunchpack,
lunchtime,n
lunchtimes,n
lune,
lung,n
lunge,n
lunged,v
lunges,n
lungfish,n
lungful,
lungfuls,
lunging,v
lungs,n
lupin,n
lupines,n
lupins,n
lur,
lurch,n
lurched,v
lurchers,n
lurches,n
lurching,v
lure,n
lured,v
lures,n
lurex,
lurid,s
luridly,r
luring,v
lurk,v
lurked,v
lurker,n
lurkers,n
lurking,v
lurks,v
lusaka,n
luscious,s
lusciously,r
lush,n
lusher,s
lushest,s
lushness,n
lust,n
lusted,v
lustful,s
lustfully,r
lustier,s
lustiest,s
lustily,r
lusting,v
lustre,n
lustreless,s
lustrous,s
lusts,n
lusty,s
lute,n
lutes,n
luther,n
lux,n
luxor,n
luxuriance,n
luxuriant,s
luxuriantly,r
luxuriate,v
luxuriating,v
luxuries,n
luxurious,s
luxuriously,r
luxury,n
lychee,n
lychees,n
lye,n
lying,n
lymph,n
lymphatic,a
lymphocyte,n
lymphocytes,n
lymphocytic,a
lymphoid,a
